eventid	iyear	imonth	iday	extended	country	country_txt	region	region_txt	provstate	city	latitude	longitude	specificity	vicinity	location	summary	crit1	crit2	crit3	doubtterr	alternative	alternative_txt	multiple	success	suicide	attacktype1	attacktype1_txt	targtype1	targtype1_txt	targsubtype1	targsubtype1_txt	corp1	target1	natlty1	natlty1_txt	gname	motive	guncertain1	individual	nperps	nperpcap	claimed	compclaim	weaptype1	weaptype1_txt	weapsubtype1	weapsubtype1_txt	nkill	nkillter	nwound	nwoundte	property	propextent	propextent_txt	ishostkid	nhostkid	dbsource	id	population
2.01E+11	2014	4	20	0	182	Somalia	11	Sub-Saharan Africa	Banaadir	Mogadishu	2.08919	45.3751	1	0	The incident occurred in the Huriwa neighborhood of the city.	"04/20/2014: Assailants attacked joint Somali National Army (SNA) and African Union Mission in Somalia (AMISOM) bases in Huriwa neighborhood, Mogadishu city, Banaadir region, Somalia. The outcome of the attack is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	2	Armed Assault	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	African Union Mission in Somalia (AMISOM)	Base	422	International	Al-Shabaab		0	0	-99	0	0		5	Firearms	5	Unknown Gun Type					-9			0		START Primary Collection	SOM	10112453
1.99E+11	1985	5	3	0	61	El Salvador	2	Central America & Caribbean		San Salvador	13.69288	-89.199161	1	0			1	1	1	0			0	1	0	1	Assassination	3	Police	25	Police Security Forces/Officers	National Police	Pedro Duarte (Dentist) and Felix Antonio Lopez (Chauffeur)	61	El Salvador	Farabundo Marti National Liberation Front (FMLN)		0	0					5	Firearms	2	Automatic Weapon	2		0		0			0		PGIS	SLV	6052064
2.02E+11	2015	8	8	0	95	Iraq	10	Middle East & North Africa	Diyala	Jaarah	33.16715	44.554901	1	0		"08/08/2015: Assailants shot and killed a teacher in Jaarah area, Baghdad governorate, Iraq. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	2	Armed Assault	8	Educational Institution	48	Teacher/Professor/Instructor	Unknown	Teacher	95	Iraq	Unknown		0	0	-99	0	0		5	Firearms	3	Handgun	1	0	0	0	0			0		START Primary Collection	IRQ	29671605
1.99E+11	1987	11	1	0	362	West Germany (FRG)	8	Western Europe	Baden-Wurttemberg	Karlsruhe	49.008085	8.403756	1	0			1	1	1	-9			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	73	Vehicles/Transportation		15 trucks	362	West Germany (FRG)	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1	3	Minor (likely < $1 million)	0		PGIS	DEU	82282988
2.01E+11	2006	9	21	0	97	Israel	10	Middle East & North Africa	Southern	Shaar HaNegev regional council	31.50672	34.632793	3	0	The incident occurred in the Shaar HaNegev regional council	"09/21/2006: The military wing of the Palestinian Islamic Jihad claimed firing a rocket at Sh-ar Hanegev, Israel, claiming retaliation for a statement calling for the stop of rocket fire. No damage or casualties were reported in the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Sha'ar Hanegev	Civilians	97	Israel	Palestinian Islamic Jihad (PIJ)	The attack is in retaliation for a statement calling for the stopping of rocket fire at Israeli towns.	0	0		0	1		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	0			0		CETIS	ISR	7353985
2.01E+11	2006	1	8	0	205	Thailand	5	Southeast Asia	Yala (Province)	Yala (District)	6.5425	101.283056	3	0		"01/08/2006: Four suspected militants on two motorcycles opened fire at crowds in Yala (District), Thailand, killing a Muslim villager and Buddhist and injuring three. No group claimed responsibility"	1	1	1	0			0	1	0	2	Armed Assault	14	Private Citizens & Property	74	Marketplace/Plaza/Square	Civilians	Crowd in Yala district	205	Thailand	Unknown	Unknown	0	0	4	0	0		5	Firearms	5	Unknown Gun Type	2	0	3	0	0			0		CETIS	THA	66404688
2.02E+11	2015	1	20	0	92	India	6	South Asia	Chhattisgarh	Pollamapalli	18.355194	81.681461	1	0		"01/20/2015: Assailants attacked a Special Auxiliary Police (SAP) constable in Pollamapalli village, Chhattisgarh state, India. The constable, Kichche Soya, was injured in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists."	1	1	1	0			0	1	0	2	Armed Assault	3	Police	25	Police Security Forces/Officers	Special Auxiliary Police (SAP)	Constable: Kichche Soya	92	India	Maoists		0	0	-99	0	0		9	Melee	23	Knife or Other Sharp Object	0	0	1	0	0			0		START Primary Collection	IND	1173108018
2.01E+11	2014	4	30	0	95	Iraq	10	Middle East & North Africa	Al Anbar	Ramadi	33.415226	43.276134	1	0	The incident occure Al-Tamim neighborhood of the city.	"04/30/2014: A suicide bomber detonated after he was identified by security forces near a Independent High Electoral Commission (IHEC) polling center in Al-Tamim neighborhood, Ramadi city, Al Anbar governorate, Iraq. The bomber was killed and at least seven others, including two police officers, were injured in the blast. No group claimed responsibility for the attack."	1	1	1	0			0	1	1	3	Bombing/Explosion	2	Government (General)	19	Election-related	Independent High Electoral Commission (IHEC)	Polling Center	95	Iraq	Unknown	"The specific motive is unknown; however, sources noted that the polling center was targeted during the parliamentary elections, which were being held on this day, April 30, 2014."	0	0	1	0	0		6	Explosives/Bombs/Dynamite	13	Suicide (carried bodily by human being)	1	1	7	0	-9			0		START Primary Collection	IRQ	29671605
1.99E+11	1989	1	30	0	11	Argentina	3	South America	Buenos Aires	Buenos Aires	-34.6037	-58.381503	1	0			1	1	1	-9			0	1	0	2	Armed Assault	3	Police	22	"Police Building (headquarters, station, school)"	police	police station in El Tigre area	11	Argentina	Unknown		0	0	3				5	Firearms	4	Rifle/Shotgun (non-automatic)	0		0		1			0		PGIS	ARG	41343201
2.01E+11	2007	1	14	0	4	Afghanistan	6	South Asia	Zabul	Qalat	32.106111	66.906944	1	0		"01/14/2007: The military contractor, Contrack International, was attacked when a suicide bomber detonated his explosive belt as the convoy passed injuring only a civilian in the proximity of the blast in Qalat, Afghanistan, in Zabul province.  No claim of responsibility was reported."	1	1	1	0			0	1	1	3	Bombing/Explosion	1	Business	12	Construction	U.S. civilian contractor	Contrack International	217	United States	Unknown	Unknown	0	0	1	0	0		6	Explosives/Bombs/Dynamite	13	Suicide (carried bodily by human being)	1	1	1	0	0			0		CETIS	AFG	29121286
1.99E+11	1994	9	25	0	6	Algeria	10	Middle East & North Africa		Thenia	36.727778	3.553889	1	0			1	1	1	-9			0	1	0	1	Assassination	14	Private Citizens & Property	84	Political Party Member/Rally	Socialist Forces Front(FFS)	Activist Ait Messaoud Kali	6	Algeria	Unknown		0	0					13	Unknown			1		0		0			0		PGIS	DZA	34586184
2.01E+11	2012	1	13	0	95	Iraq	10	Middle East & North Africa	Nineveh	Hammam al-Alil	36.16417	43.25966	1	0		"01/13/2012: A roadside bomb exploded near a police patrol in Hammam Al-Alil area, Nineveh governorate, Iraq. One officer was killed and one injured in the blast. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	3	Police	25	Police Security Forces/Officers	Iraqi Police Service (IPS)	Officers	95	Iraq	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	1	0	1	0	0			0		START Primary Collection	IRQ	29671605
2.02E+11	2015	2	27	0	200	Syria	10	Middle East & North Africa	Rif Dimashq	Dumayr	33.641451	36.691966	1	0		"02/27/2015: An explosives-laden vehicle detonated near the Bilal Mosque in Dumayr town, Rif Dimashq governorate, Syria. At least 11 people were killed and more than 30 others were injured in the blast. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	15	Religious Figures/Institutions	86	Place of Worship	Bilal Mosque	Mosque	200	Syria	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	15	Vehicle	11	0	31	0	-9			0		START Primary Collection	SYR	22198110
2.02E+11	2015	6	15	0	95	Iraq	10	Middle East & North Africa	Saladin	Albu Ajil	34.583429	43.725664	1	1	The incident occurred at the nearby Ujayl oil well near Tikrit.	"06/15/2015: Assailants and suicide bombers driving explosives-laden vehicles attacked the Ajil oil field in Albu Ajil, Saladin governorate, Iraq. This was one of two coordinated assaults on oil fields in the area on the same day. Security forces repelled the attacks, killing 28 assailants. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL)."	1	1	1	0			1	0	1	3	Bombing/Explosion	21	Utilities	108	Oil	Ajil Oilfield	Oilfield	95	Iraq	Islamic State of Iraq and the Levant (ISIL)		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	15	Vehicle	14	14			0			0		START Primary Collection	IRQ	29671605
2.01E+11	2013	12	10	0	153	Pakistan	6	South Asia	Balochistan	Turbat	26.004167	63.060556	1	0	Incident occurred along Airport road	"12/10/2013: An explosive device targeting a Frontier Corps (FC) checkpoint detonated along Airport road in Turbat city, Kech district, Balochistan province, Pakistan. There were no reported casualties or damages. The Baloch National Liberation Front claimed responsibility for the incident."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	3	Bombing/Explosion	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	Frontier Corps (FC)	Checkpost	153	Pakistan	Baloch National Liberation Front		0	0	-99	0	1		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	0	0	-9			0		START Primary Collection	PAK	177276594
2.00E+11	1996	6	9	0	130	Mexico	1	North America		Coyuca de Benitez	17.008613	-100.087099	1	0			1	1	1	0			0	1	0	1	Assassination	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	PRD	Roberto Acosta Orrusquieta	130	Mexico	Unknown		0	0	3				5	Firearms	5	Unknown Gun Type	1		0		0			0		PGIS	MEX	112468855
1.99E+11	1991	4	29	0	159	Peru	3	South America	Lima	Lima	-12.046378	-77.042791	1	0			1	1	1	0			1	1	0	3	Bombing/Explosion	1	Business	7	Retail/Grocery/Bakery		Store	159	Peru	Tupac Amaru Revolutionary Movement (MRTA)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	PER	29907003
2.01E+11	2008	5	1	0	185	Spain	8	Western Europe	Basque Country	Arrigorriaga	43.20752	-2.887839	1	0	"The attack took place near a Labor Ministry building in Arrigorriaga, Vizcaya, Spain."	"05/01/2008: On Thursday, at 0000, an IED exploded near a Labor Ministry building in Arrigorriaga, Vizcaya, Spain. No casualties were reported. The attack was preceded by a warning call from members of Basque Fatherland and Liberty."	1	1	1	0			0	1	0	3	Bombing/Explosion	2	Government (General)	21	Government Building/Facility/Office	Spanish Labor of Ministry	A Labor Ministry building in Arrigorriaga	185	Spain	Basque Fatherland and Freedom (ETA)	The specific motive for the attack is unknown.	0	0	-99	0	1	0	6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	0	0	-9			0		ISVG	ESP	40548753
2.01E+11	2013	4	9	0	1004	South Sudan	11	Sub-Saharan Africa	Jonglei	Gumuruk	6.643611	32.823611	1	0		"04/09/2013: Approximately 200 assailants ambushed a United Nations (UN) peacekeeping convoy in Gumuruk village, Jonglei state, South Sudan. Five Indian peacekeepers and seven UN civilian workers were killed in the attack. Nine other people were wounded. No group claimed responsibility for the incident; however, government officials attributed the attack to the David Yau Yau militia."	1	1	1	0			0	1	0	2	Armed Assault	7	Government (Diplomatic)	47	"International Organization (peacekeeper, aid agency, compound)"	United Nations Mission in the Republic of South Sudan (UNMISS)	Convoy	422	International	David Yau Yau Militia		0	0	200	0	0		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	12	0	9	0	0			0		START Primary Collection	SDS	12152321
2.02E+11	2016	5	27	0	95	Iraq	10	Middle East & North Africa	Al Anbar	Sejar	33.411919	43.805097	1	0		"05/27/2016: Security forces identified and killed four suicide bombers with two explosives-laden vehicles in Sejar, Al Anbar, Iraq. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."	1	1	1	0			0	0	1	3	Bombing/Explosion	20	Unknown			Unknown	Unknown	95	Iraq	Islamic State of Iraq and the Levant (ISIL)		0	0	-99	0	1		6	Explosives/Bombs/Dynamite	15	Vehicle	4	4	0	0	0			0		START Primary Collection	IRQ	29671605
1.98E+11	1984	7	22	0	45	Colombia	3	South America	Antioquia	Medellin	6.270526	-75.572173	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	7	Government (Diplomatic)	46	Embassy/Consulate		Chilean consulate	43	Chile	National Liberation Army of Colombia (ELN)		1	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1	3	Minor (likely < $1 million)	0		PGIS	COL	44205293
1.99E+11	1990	8	19	0	97	Israel	10	Middle East & North Africa	Northern	Ram on	32.52938	35.259256	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	9	Food or Water Supply	52	Water Supply	Govt	Water Pump	97	Israel	Palestinians		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	ISR	7353985
2.01E+11	2014	3	11	0	147	Nigeria	11	Sub-Saharan Africa	Katsina	Maigora	11.555854	7.022816	1	0		"03/11/2014: At least 100 assailants attacked Maigora village, Katsina state, Nigeria. At least eight people were killed in the attack. This was one of five coordinated attacks on villages in Katsina on this date. No group claimed responsibility for the incidents, but sources attributed them to Fulani herdsmen."	1	1	1	0			1	1	0	2	Armed Assault	14	Private Citizens & Property	75	Village/City/Town/Suburb	Maigora Village	Village	147	Nigeria	Fulani extremists		0	0	100	0	0		5	Firearms	5	Unknown Gun Type	8				1	3	Minor (likely < $1 million)	0		START Primary Collection	NGA	152217341
2.02E+11	2015	7	23	0	4	Afghanistan	6	South Asia	Helmand	Nahri Saraj district	31.820833	64.57	3	0		"07/23/2015: An explosive device attached to a police vehicle detonated in Nahri Saraj district, Helmand province, Afghanistan. No casualties were reported. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	3	Police	23	Police Patrol (including vehicles and convoys)	Afghan Police	Vehicle	4	Afghanistan	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	29	Sticky Bomb	0	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	AFG	29121286
2.01E+11	2014	1	18	0	110	Lebanon	10	Middle East & North Africa	Beqaa	Baalbek	34.259274	36.418255	1	0		"01/18/2014: Rockets originating from Syria struck Ras Baalbek village, Beqaa governorate, Lebanon. At least four people were wounded in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for this attack. The mayor of Arsal also attributed the attack to Hezbollah, but the group denied any involvement."	1	1	1	0			0	1	0	3	Bombing/Explosion	15	Religious Figures/Institutions	86	Place of Worship	Saint Elias Church	Church	110	Lebanon	Islamic State of Iraq and the Levant (ISIL)		0	0	-99	0	1		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	4	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	LBN	4125247
2.01E+11	2014	10	17	0	182	Somalia	11	Sub-Saharan Africa	Banaadir	Mogadishu	2.032623	45.340469	1	1	"The incident occurred in the Siinka Dheer area, just outside Mogadishu"	"10/17/2014: Assailants opened fire on a military base in Siinka Dheer area, Mogadishu city, Somalia. Five soldiers were killed in the attack. Al-Shabaab claimed responsibility for the incident."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	1	Assassination	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	Somali National Army (SNA)	Base	182	Somalia	Al-Shabaab		0	0	-99	0	1		5	Firearms	5	Unknown Gun Type	5	0	0	0	-9			0		START Primary Collection	SOM	10112453
1.97E+11	1970	12	15	0	217	United States	1	North America	California	Isla Vista	34.41217	-119.85704	1	0			1	1	1	-9			0	1	0	3	Bombing/Explosion	1	Business	3	Bank/Commerce	Bank of America	Bank of America	217	United States	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1	3	Minor (likely < $1 million)	0		PGIS	USA	310232863
2.01E+11	2013	11	25	0	95	Iraq	10	Middle East & North Africa	Saladin	Samarra	34.19421	43.874931	1	0		"11/25/2013: Assailants fired two rockets at the Samarra Operational Command in Samarra city, Saladin governorate, Iraq. There were no reported casualties in the blasts. No group claimed responsibility for the attack."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	3	Bombing/Explosion	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	Iraqi Army	Compound	95	Iraq	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	IRQ	29671605
2.01E+11	2014	5	26	0	147	Nigeria	11	Sub-Saharan Africa	Yobe	Buni Yadi	11.26942	11.998569	1	0		"05/26/2014: Assailants opened fire on a primary school in Buni Yadi town, Yobe state, Nigeria. This was one of eight attacks carried out by the same assailants in the town on the same day. At least 24 soldiers and police officers were killed across all attacks. No group claimed responsibility for the incidents; however, sources attributed the attack to Boko Haram."	1	1	1	0			1	1	0	2	Armed Assault	8	Educational Institution	49	School/University/Educational Building	Unknown	Primary School	147	Nigeria	Boko Haram		0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	3				1	3	Minor (likely < $1 million)	0		START Primary Collection	NGA	152217341
1.98E+11	1980	7	3	0	110	Lebanon	10	Middle East & North Africa	Beirut	Beirut	33.888629	35.495479	1	0			1	1	1	-9			0	1	0	2	Armed Assault	8	Educational Institution	49	School/University/Educational Building	Iran govt	students	94	Iran	Unknown		0	0					5	Firearms	3	Handgun	2		0		0			0		PGIS	LBN	4125247
2.01E+11	2013	7	9	0	92	India	6	South Asia	West Bengal	Narayanpur	25.146528	88.071671	2	0	The incident took place along National Highway 34 in Malda district.	"07/09/2013: Assailants threw an explosive device at a security guard near the Border Security Force (BSF) camp in Narayanpur village, Malda district, West Bengal state, India. Jillu Sheikh, the guard, was injured in the blast. No group claimed responsibility for the attack."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	3	Bombing/Explosion	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	Border Security Force (BSF)	Camp	92	India	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	1	0	0			0		START Primary Collection	IND	1173108018
